xc_id,filename_wav,common_name,scientific_name,start_time,end_time,confidence
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,3.0,6.0,0.9446185827255249
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,6.0,9.0,0.9095398783683777
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,9.0,12.0,0.9747940897941589
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,12.0,15.0,0.7846757173538208
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,15.0,18.0,0.9752694964408875
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,18.0,21.0,0.9653438329696655
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,21.0,24.0,0.9449607133865356
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,24.0,27.0,0.9374068975448608
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,27.0,30.0,0.9403375387191772
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,30.0,33.0,0.3713756501674652
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,33.0,36.0,0.9452551007270813
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,36.0,39.0,0.9366608262062073
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,39.0,42.0,0.8205492496490479
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,42.0,45.0,0.9198575615882874
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,45.0,48.0,0.5883740186691284
1051304,CYANCRIS_1051304_QA.wav,Red-tailed Hawk,Buteo jamaicensis,45.0,48.0,0.23093000054359436
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,48.0,51.0,0.8325769305229187
1051304,CYANCRIS_1051304_QA.wav,Pileated Woodpecker,Dryocopus pileatus,51.0,54.0,0.11257932335138321
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,54.0,57.0,0.9505155682563782
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,57.0,60.0,0.7272253036499023
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,60.0,63.0,0.5235202312469482
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,63.0,66.0,0.8956873416900635
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,66.0,69.0,0.868446946144104
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,72.0,75.0,0.9282665252685547
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,75.0,78.0,0.819308876991272
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,78.0,81.0,0.9427264332771301
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,81.0,84.0,0.8454299569129944
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,84.0,87.0,0.9431663155555725
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,87.0,90.0,0.9308759570121765
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,90.0,93.0,0.8088182806968689
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,93.0,96.0,0.9504917860031128
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,96.0,99.0,0.9045230150222778
1051304,CYANCRIS_1051304_QA.wav,Blue Jay,Cyanocitta cristata,99.0,102.0,0.8514621257781982
